id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19220820,Villa Wiener Sportclub,134533428,Carlotta,,Hernals,48.22597,16.31437,Entire home/apt,40,2,11,2019-01-03,0.19,1,269,0,
19221137,Zimmer in StudentenWG,44294357,Simon,,Whring,48.2363,16.32508,Private room,140,91,0,,,1,88,0,
19223754,Special and central maisonette with private patio,7337857,Julia,,Hernals,48.22068,16.33382,Entire home/apt,49,2,14,2018-12-26,0.24,1,0,0,
19224805,Charming apartment 5 min walk to Belvedere Palace,134137702,Marta,,Landstra§e,48.18904,16.38664,Entire home/apt,96,3,100,2022-03-05,1.74,1,69,11,
19230048,Luxus-Apartement Wien (IV) VIVIENNE,67605708,Tanja,,Leopoldstadt,48.22069,16.37396,Entire home/apt,63,2,15,2021-12-30,0.26,4,346,2,
19230813,22sqm room near Mariahilferstr in Viennas center,10424295,Michael,,Mariahilf,48.19525,16.34947,Private room,30,3,14,2018-09-27,0.24,2,0,0,
19231740,Private Room centrally located,42830522,Andreas,,Leopoldstadt,48.21293,16.38063,Private room,23,4,44,2019-07-15,0.76,2,0,0,
19232025,"3 bedroom, 122sqm beautiful apartment in Vienna",134647502,Andrea,,Alsergrund,48.2198,16.35849,Entire home/apt,75,4,1,2017-07-25,0.02,1,0,0,
19234309,Charming apartment with balcony / perfect location,134661923,Daniel,,Neubau,48.19783,16.34484,Entire home/apt,75,7,1,2018-09-28,0.02,1,0,0,
19246186,let´s get comfy,134757639,Lena,,Ottakring,48.21199,16.32593,Private room,27,2,1,2017-07-02,0.02,1,0,0,
19254007,"Nice room in Viennese style flat, near inner city.",70133082,Aure,,Landstra§e,48.20773,16.38936,Private room,23,1,6,2018-09-11,0.10,1,0,0,
19256570,TOWN  HALL  CITY  APARTMENT VIENNA ROOFTOP+VIEW+AC,21522401,Jacqueline,,Innere Stadt,48.2097,16.35585,Entire home/apt,91,4,129,2021-11-17,2.49,1,298,4,
19264213,Cosy Wohnung in der Nähe von  Doauinsel und UN,79031598,Lei,,Donaustadt,48.2487,16.43463,Entire home/apt,45,1,0,,,1,23,0,
19268089,TOP City Center Studio Apartment. SUPERHOST,4002176,Vienna,,Innere Stadt,48.20765,16.37891,Entire home/apt,110,3,87,2021-11-16,1.53,5,142,7,
19279124,"St. Stephen's Deluxe City Center (1,883 sq. ft.)",16729176,Arya,,Innere Stadt,48.20698,16.36902,Entire home/apt,193,31,142,2020-01-02,2.53,1,363,0,
19280149,Cozy room in a friendly students' shared apartment,72433167,Gregor,,Alsergrund,48.23001,16.35551,Private room,23,1,4,2017-07-07,0.07,1,0,0,
19280465,Red Vienna Apartment,8985755,Anna,,Landstra§e,48.19632,16.41021,Entire home/apt,51,2,42,2022-01-04,0.75,2,222,5,
19281153,Apartment mit Wasserblick direkt an der altenDonau,31327541,Caroline Andrea,,Donaustadt,48.23869,16.42952,Entire home/apt,96,3,62,2021-11-25,1.11,1,155,10,
19281672,Opera and Balcony studio,21031548,Roland,,Wieden,48.19723,16.37186,Entire home/apt,89,3,1,2018-12-21,0.03,1,0,0,
19289765,Sunny Apartment for city dwellers,24289904,E,,Ottakring,48.21347,16.32993,Entire home/apt,35,2,24,2020-03-08,0.42,1,0,0,
19300105,"Schön und in zentraler Lage-
Beautiful and central",13030298,Sandra,,Rudolfsheim-Fnfhaus,48.19187,16.33122,Private room,39,3,38,2019-01-03,0.65,1,0,0,
19300436,Comfortable flat in the 19th district of Vienna,72833347,Ellena,,Dbling,48.24375,16.35638,Entire home/apt,62,1,1,2017-07-31,0.02,1,0,0,
19304110,Bezauberndes Zimmer in traumhafter Lage,135190190,Vinzenz,,Rudolfsheim-Fnfhaus,48.19568,16.33309,Private room,45,1,13,2017-09-30,0.22,1,0,0,
19304585,Living in Vienna Central,29770980,J.J.,,Landstra§e,48.20385,16.39425,Entire home/apt,55,5,0,,,1,0,0,
19312904,"""Steril, Quiet, Safe and Green 2"" near vet med uni",119504282,Pavel,,Donaustadt,48.25901,16.43607,Private room,19,1,130,2022-02-07,2.29,2,333,23,
19320581,"Wunderschönes, helles Zimmer in guter Lage",116115534,Francesca,,Ottakring,48.21351,16.33827,Private room,20,7,2,2017-08-09,0.04,1,0,0,
19321061,Fleger Appartements****,135332938,Susanne,,Ottakring,48.216423,16.312185,Entire home/apt,91,2,3,2019-01-01,0.06,1,365,0,
19323669,"Sterilized/ fresh paint/ Quiet, Safe and Green 1""",119504282,Pavel,,Floridsdorf,48.25886,16.43455,Private room,19,1,134,2022-02-01,2.35,2,270,30,
19325580,Gemütliches Zimmer im Souterrain,25182887,Konstantin,,Hietzing,48.17683,16.27064,Private room,21,2,85,2022-03-06,1.63,2,297,13,
19332204,St.Stephen's Cathedral 10 Min.- Quiet & Central,9043484,Gerrit,,Leopoldstadt,48.21695,16.38434,Entire home/apt,84,1,160,2022-01-08,2.75,5,0,19,
19332874,1 Nice Cozy room near Westbahnhof&City,30606542,Dominik,,Rudolfsheim-Fnfhaus,48.1899,16.33712,Private room,32,1,212,2022-01-01,3.70,6,70,27,
19336897,Bright and spacious room close to Naschmarkt,125167796,Katharina,,Wieden,48.19287,16.36325,Private room,31,2,6,2017-08-05,0.10,1,0,0,
19339266,20 modern apartment next to augarten,16541872,Nadina,,Leopoldstadt,48.22444,16.38778,Entire home/apt,59,3,37,2022-02-11,0.65,14,343,4,
19341936,28 m2 Room with own Balkony,8062547,Pat,,Penzing,48.19149,16.31788,Private room,29,14,0,,,1,0,0,
19343113,Flat in Vienna close to city center,35388107,Micky,,Leopoldstadt,48.22377,16.40726,Entire home/apt,39,1,258,2022-03-07,4.49,3,64,58,
19372471,Casa Alte-Donau,135796300,Ulf,,Donaustadt,48.21668,16.44325,Entire home/apt,99,4,0,,,1,0,0,
19375997,Fabulous City Center Apartment - Apt 19,1547126,Anna & Vladan,,Innere Stadt,48.21386,16.36213,Entire home/apt,93,1,4,2020-01-02,0.07,37,181,0,
19378355,Bright and spacious room close to the city center.,88968152,Barbora,,Ottakring,48.21659,16.30676,Private room,25,2,1,2017-07-11,0.02,1,0,0,
19382129,Große klassische Wohnung Garten nahe Schönbrunn,17812363,Linda,,Penzing,48.18819,16.31005,Entire home/apt,188,3,4,2021-07-29,0.07,3,364,1,
19383181,Big and central room in flatshare,135869380,Marlene,,Wieden,48.19093,16.37106,Private room,29,2,0,,,1,0,0,
19385180,Vienna City Center,55094363,Valbert,,Landstra§e,48.2016,16.38691,Private room,40,2,0,,,1,0,0,
19407138,"Cosy room at Naschmarkt,close to Christkindlmarkt",135606468,Ivan,,Wieden,48.19672,16.36469,Private room,40,2,3,2017-07-12,0.05,1,0,0,
19407189,Lovely Design-Apartment in the Center of Vienna,74502190,Farah,,Neubau,48.205,16.34667,Entire home/apt,94,90,2,2018-04-02,0.03,1,0,0,
19411799,Gemütliches Zimmer in zentraler Lage,42283516,Tabea,,Mariahilf,48.19137,16.34552,Private room,30,5,0,,,1,0,0,
19420155,Zimmer in schöner Wohnung im Zentrum von Wien,43278576,Martin,,Leopoldstadt,48.22459,16.37069,Private room,40,2,34,2018-01-03,0.59,1,0,0,
19424270,Gemütliche Altbauwohnung in Donau Nähe,23848996,Emanuel,,Floridsdorf,48.27809,16.40919,Entire home/apt,28,3,0,,,1,0,0,
19429508,Zentrales Wohnen Grünruhelage T 224,23334772,Karin,,Leopoldstadt,48.22682,16.39669,Entire home/apt,55,30,4,2019-06-07,0.07,4,313,0,
19431479,Charmy room in the 7th district,78126623,Silke,,Neubau,48.20126,16.34062,Private room,24,1,0,,,1,0,0,
19433365,Typical Viennes Apartment in the heart of Vienna,136240470,Hannah,,Hernals,48.21584,16.33609,Private room,30,2,3,2017-07-24,0.05,1,0,0,
19447105,Big bright Room/Flatshare in creative district,125322204,Piet,,Neubau,48.20182,16.34497,Private room,40,2,7,2017-09-25,0.12,1,0,0,
19447870,Central City Apartment 02 Wiener Prater/Messe Wien,127037047,Brigitte,,Leopoldstadt,48.21727,16.39903,Entire home/apt,58,28,57,2018-12-22,1.02,1,290,0,
19447949,"Schöne, helle Altbauwohnung in Wien-Mitte",25884584,Heidi,,Landstra§e,48.2094,16.38944,Entire home/apt,50,9,3,2017-07-01,0.05,1,0,0,
19448711,Cozy room close to the city centre,136371726,Sofia,,Alsergrund,48.21569,16.34861,Private room,20,2,6,2019-04-21,0.10,1,0,0,
19456109,Tramper´s paradise,61804325,Martin,,Hernals,48.21698,16.32316,Private room,19,5,0,,,1,0,0,
19456564,Helle 65m2 Wohnung gegenüber U-Bahnstation,109573982,Silvia,,Rudolfsheim-Fnfhaus,48.19981,16.31891,Entire home/apt,55,1,272,2022-02-23,4.74,2,195,38,
19462988,"Stilvolle, ruhige Wohnung mit Innenhoflage",84223655,Hannah,,Rudolfsheim-Fnfhaus,48.19121,16.33475,Entire home/apt,15,1,1,2019-09-04,0.03,1,0,0,
19463659,Diana's modern central studio,3514782,Diana,,Leopoldstadt,48.21706,16.41043,Entire home/apt,36,2,12,2017-09-29,0.21,1,0,0,
19463819,Steiner Residences Vienna Augarten Apt. 6,129960877,Mary & Kiki,,Leopoldstadt,48.22559,16.38271,Entire home/apt,67,1,155,2022-02-21,2.74,23,248,14,
19480153,Lovely place in the center,24554007,Itay,,Alsergrund,48.2253,16.35551,Entire home/apt,46,2,51,2022-01-03,0.89,1,1,12,
19481593,20m2 Zimmer in schönem Altbau,136721239,Hannah,,Wieden,48.18701,16.37044,Private room,20,3,7,2017-08-01,0.12,1,0,0,
19485742,Studio Jo46,136761659,Nicoletta,,Josefstadt,48.20892,16.34855,Entire home/apt,65,2,126,2020-03-08,2.27,1,0,0,
19494996,stay with us at our nice apartment,116806116,Andrej,,Favoriten,48.17329,16.3886,Private room,90,1,1,2017-12-07,0.02,1,0,0,
19497985,"2.NEW QUIET, ECO RENOVATED HOME AT DANUBE & VIC/U1",101472118,Elisabeth,,Donaustadt,48.22458,16.4219,Entire home/apt,60,4,100,2022-02-11,1.77,3,294,12,
19498565,Cozy small room in perfect location,104510031,Marcelo,,Josefstadt,48.20775,16.3538,Private room,18,28,0,,,2,0,0,
19503965,Central cozy room in shared flat,6225223,Denise,,Wieden,48.19129,16.37139,Private room,30,3,9,2017-09-22,0.16,1,0,0,
19505327,central and big room in shared apartment,68358862,Nina,,Alsergrund,48.22198,16.35324,Private room,20,5,1,2017-07-29,0.02,1,0,0,
19512297,sunny room in Vienna / nearby Naschmarkt,17070720,Leni,,Margareten,48.18994,16.35528,Private room,29,3,15,2019-08-18,0.26,1,0,0,
19513531,"Terrace Studio with Garden View, GA6",4034068,Philipp,,Donaustadt,48.24458,16.42455,Entire home/apt,45,2,3,2021-02-15,0.06,15,20,0,
19514113,Steiner Residences Vienna Augarten Apt. Klimt,129960877,Mary & Kiki,,Leopoldstadt,48.22553,16.38279,Entire home/apt,59,28,21,2018-10-02,0.38,23,363,0,
19514734,Room in lovely Breitensee in Vienna,32218588,Sören,,Penzing,48.20317,16.30612,Private room,20,1,1,2017-07-16,0.02,1,0,0,
19520487,Cozy and colourful apartment - Vienna,38456970,Sophie,,Whring,48.2316,16.35298,Entire home/apt,54,1,177,2020-02-08,3.06,8,0,0,
19524669,Wohnen am Naschmarkt,31939808,Elisabeth,,Wieden,48.19737,16.36337,Entire home/apt,60,2,1,2018-06-25,0.02,1,82,0,
19527910,VIENNA APARTMENT AT MAIN TRAIN STATION No.2,15843640,Alma,,Wieden,48.19021,16.3716,Entire home/apt,419,1,53,2020-08-23,0.95,13,365,0,
19545947,Sunny&Charming! 7min to Vienna's center!,116811441,Philipp,,Hernals,48.21828,16.3358,Entire home/apt,53,1,148,2020-03-09,2.60,3,0,0,
19551350,Cosy apartment close to Belvedere Palace,7084643,Tanya,,Landstra§e,48.19399,16.38818,Entire home/apt,50,2,27,2017-10-21,0.47,1,0,0,
19551516,Light flooded Artist Loft in the heart of Vienna,11794323,Cornelia,,Margareten,48.18634,16.34744,Entire home/apt,140,1,41,2022-03-06,0.78,2,354,8,
19558342,Linda's Suite! Urlaubsfeeling in Wien...,137430361,Linda,,Floridsdorf,48.24713,16.41427,Private room,40,3,38,2020-03-13,0.67,1,365,0,
19559581,1st District City Centre Apartment with Balcony,5551389,Dorothea,,Innere Stadt,48.20425,16.37285,Entire home/apt,79,2,222,2022-03-05,3.93,1,165,29,
19560083,Chillers Paradise,136279997,Lukas,,Ottakring,48.20771,16.33702,Private room,38,80,33,2019-06-17,0.57,1,0,0,
19564966,Charming studio apartment,58845999,Rani,,Alsergrund,48.22111,16.36332,Entire home/apt,39,2,15,2019-10-27,0.27,1,0,0,
19565064,"Cityhaus 95m2, Parkplatz frei, 10min zur U-Bahn",137481739,René,,Penzing,48.21941,16.2416,Entire home/apt,23,3,13,2021-03-26,0.24,1,1,0,
19567866,Comfortable Apartment in an Imperial Palais,23962563,Ilona,,Landstra§e,48.19758,16.38167,Entire home/apt,110,2,106,2022-01-02,1.93,4,325,10,
19576185,Vienna Apartment with garden,5957294,Martin,,Floridsdorf,48.2572,16.4138,Entire home/apt,62,2,48,2021-08-26,0.85,1,262,4,
19577309,Schönes Einzelzimmer in WG,5462998,David,,Alsergrund,48.22884,16.35656,Private room,23,4,13,2018-09-23,0.22,1,0,0,
19577987,"Big apartment, near center with parking-spot",2305600,Mladen,,Wieden,48.19036,16.37163,Entire home/apt,50,3,42,2019-10-27,0.73,3,0,0,
19577996,BIG BED SUITE in cosy 52m2 Apartment,134419291,Anna,,Floridsdorf,48.24357,16.40342,Entire home/apt,90,2,0,,,2,89,0,
19580323,Bright and cosy room in the heart of Vienna,19447545,Sylvi,,Landstra§e,48.20858,16.39436,Private room,30,2,10,2017-09-22,0.17,1,0,0,
19580679,Quiet garden view 2 mins from the subway,23300679,Bea,,Penzing,48.19009,16.29701,Private room,26,2,77,2019-08-26,1.35,1,68,0,
19580914,Living in an bohemian room. Big Size,988420,Marcel,,Landstra§e,48.20704,16.39104,Private room,46,3,15,2021-10-04,0.27,2,170,1,
19582125,New apartment near Danube. 15 min to city center.,36452681,Philip,,Floridsdorf,48.25545,16.39567,Entire home/apt,70,1,51,2020-10-19,0.90,1,330,0,
19591042,Bright and Cosy Room Close to City Centre,26016876,Daniel,,Brigittenau,48.22844,16.36622,Private room,25,7,14,2021-09-22,0.25,1,0,4,
19615344,Private room in central accommodation,137944719,Simona,,Wieden,48.18897,16.36568,Private room,39,30,10,2018-05-14,0.18,1,83,0,
19621340,Quiet & cosy flat near Tube with green view…,39004726,Daniel,,Simmering,48.16596,16.42137,Entire home/apt,35,2,3,2017-07-15,0.05,1,0,0,
19622771,the big central room,128278979,Milka,,Mariahilf,48.1936,16.35183,Private room,29,2,5,2018-10-03,0.09,3,358,0,
19623902,2 Bedroom with Open Terrace close to U3Metro #8/10,1996189,Alp,,Simmering,48.17839,16.41165,Entire home/apt,225,2,31,2021-09-29,0.64,7,279,3,
19623948,The Art of Living  ( one prive bed room),138036879,Assefash,,Neubau,48.19863,16.35033,Private room,37,3,36,2021-11-09,0.68,1,87,3,
19624074,Cozy and bright studio 5 minutes to city center,138038794,Karina,,Leopoldstadt,48.22007,16.40326,Entire home/apt,44,1,15,2017-09-01,0.26,1,0,0,
19631909,for weekend cheap staying,138130649,Ashley,,Josefstadt,48.20934,16.34671,Private room,40,1,1,2017-09-24,0.02,1,0,0,
19635049,Casa Vienna,138165003,Silvia,,Brigittenau,48.23366,16.36928,Entire home/apt,35,30,3,2020-06-30,0.06,3,69,0,
19636340,Alt Wien,138165003,Silvia,,Landstra§e,48.19801,16.40186,Entire home/apt,49,30,5,2021-11-13,0.09,3,79,3,
19640024,"Near Schönbrunn, close to U bahn station",138214556,Helena,,Penzing,48.19059,16.295,Private room,35,2,9,2018-01-06,0.16,1,0,0,
19645333,Cozy apartment next to Belvedere Castle,5983888,Nicolas,,Wieden,48.19064,16.37984,Entire home/apt,84,3,11,2017-09-17,0.19,1,0,0,
19646727,THE RAMP - 95sqm super central+balcony+parkview,517556,Andrea,,Margareten,48.1855,16.35738,Entire home/apt,99,90,28,2022-01-09,0.54,1,259,1,
19651160,Cozy Room In City Center,71708297,Shahriar,,Margareten,48.1865,16.35315,Private room,24,1,1,2017-07-15,0.02,1,0,0,
19651472,Top City Center| Gold & Silver| near to Naschmarkt,47034279,Eva & Friends,,Wieden,48.20007,16.36735,Entire home/apt,131,2,289,2022-02-11,5.15,23,296,47,
19652501,"5th district, spacious",138337839,Isa,,Margareten,48.18465,16.35315,Entire home/apt,51,2,7,2017-11-02,0.12,1,0,0,
19653512,"Sommer in Wien: zentral, urban, grün",36373936,Alexander,,Leopoldstadt,48.21563,16.38319,Private room,28,2,14,2017-12-30,0.24,2,0,0,
19653623,"Little apartment, next to the famous Prater&Donau",138346775,Tobias,,Leopoldstadt,48.21788,16.40564,Entire home/apt,31,3,0,,,1,0,0,
19654144,"A spacious, quiet room in the 9th!",37558852,Ivana,,Alsergrund,48.22653,16.35923,Private room,25,3,12,2018-06-03,0.21,1,0,0,
19654846,1 bedroom studio in central location,64388242,Renate,,Alsergrund,48.2293,16.35582,Entire home/apt,37,17,18,2021-11-30,0.35,7,100,4,
19659577,Great located apartment in the centre of Vienna,138403861,Zoia,,Josefstadt,48.20745,16.34575,Entire home/apt,60,2,2,2017-08-06,0.03,1,0,0,
19665372,Vienna appartement,94755163,Sara,,Rudolfsheim-Fnfhaus,48.20152,16.33603,Entire home/apt,40,2,4,2018-07-29,0.08,1,0,0,
19674082,Private room in cool apartment near Kutschkermarkt,35287958,Alena,,Whring,48.22539,16.34466,Private room,90,2,1,2018-01-01,0.02,1,0,0,
19676329,Sunny flat next to Schloß Belvedere (Hauptbahnhof),138516448,Ben,,Wieden,48.18826,16.37369,Entire home/apt,6000,2,16,2019-01-04,0.28,1,0,0,
19678079,Cozy Apartment right next to the Underground,138576237,Roland,,Leopoldstadt,48.21815,16.40404,Entire home/apt,60,1,2,2017-07-31,0.04,1,0,0,
19684853,VIENNA STYLE - 8 MIN.WALK TO NASCHMARKT/KARLSPLATZ,14805762,Joanna,,Wieden,48.19468,16.36819,Entire home/apt,157,3,49,2018-07-15,0.88,2,80,0,
19686013,The Hugo von Hofmannsthal Apartment,127795382,Nina,,Landstra§e,48.19801,16.38012,Entire home/apt,55,30,83,2021-11-25,1.46,4,315,9,
19696850,Cityapartement beim Karmelitermarkt,1109714,Beate,,Leopoldstadt,48.21812,16.37926,Entire home/apt,80,7,0,,,1,0,0,
19698558,St.Stephens Sky Lodge Vienna - The Salty G,1643928,Harry,,Innere Stadt,48.2141,16.37188,Entire home/apt,304,2,216,2022-01-05,3.80,28,305,10,
19702032,Amazing Vienna City Apartment,2683355,Laman,,Neubau,48.20131,16.34194,Entire home/apt,94,2,273,2022-02-21,4.80,4,11,37,
19704527,Charming 2 Room City Apartment Löhr 15,10281621,Boris,,Rudolfsheim-Fnfhaus,48.19991,16.33647,Entire home/apt,39,3,113,2022-02-19,1.99,8,278,4,
19704967,quiet room in shared flat,36194240,Nana,,Margareten,48.18294,16.36133,Private room,25,2,2,2017-08-15,0.04,3,0,0,
19707833,Beautiful 19th century apartment near center!,10521227,Roxane,,Neubau,48.20262,16.34176,Private room,30,1,15,2017-09-25,0.26,1,0,0,
19713666,Hauptbanhof Room,124877984,Sergiu,,Margareten,48.18362,16.36626,Private room,35,9,6,2020-11-25,0.11,7,0,0,
19715163,"Room close to centre, Uni and public transport!",61973968,Franziska,,Hernals,48.21622,16.33951,Private room,15,4,4,2018-06-12,0.07,1,0,0,
19717496,Cozy room near Schönbrunn Castle,9960411,Iris,,Rudolfsheim-Fnfhaus,48.1838,16.33094,Private room,25,3,9,2019-04-27,0.16,1,0,0,
19717796,"Lovely flat, fully furnished, metro, 4 long stay!",138963828,Eileen,,Ottakring,48.21222,16.30647,Entire home/apt,94,1,12,2021-09-12,0.21,1,35,1,
19719025,Central and spacious loft,13980596,Hanna,,Mariahilf,48.19666,16.35172,Entire home/apt,39,4,0,,,3,0,0,
19723535,Comfortable Apartmant in Vienna.,139035624,Jana,,Whring,48.22869,16.34833,Entire home/apt,20,1,1,2017-07-25,0.02,1,0,0,
19726699,"Gemütliche, ruhige Studi-Wohnung",139062374,Sara Maria,,Meidling,48.18433,16.32114,Entire home/apt,21,2,10,2017-09-12,0.18,1,0,0,
19728185,Sissi Apartment,14952347,Kemal,,Rudolfsheim-Fnfhaus,48.18516,16.32768,Entire home/apt,114,2,79,2021-12-29,1.81,8,304,12,
19728420,Artistic flat with garden in deluxe district,135857072,Elena,,Wieden,48.19188,16.37783,Private room,34,1,5,2017-07-30,0.09,1,0,0,
19729370,Cosy 78m2 flat next to Schönbrunn,105713652,Kathi,,Penzing,48.20036,16.31391,Entire home/apt,65,3,17,2019-08-27,0.30,1,178,0,
19733313,Lovely room & roof terrace in the heart of Vienna.,12791989,Arleziana,,Mariahilf,48.19766,16.35541,Private room,40,3,29,2020-02-23,0.51,1,0,0,
19734204,Wohnung mit großer Dachterasse,139136035,Monika,,Brigittenau,48.23495,16.36502,Entire home/apt,60,3,46,2021-11-18,0.83,1,189,4,
19737666,Large Suite close to Schönbrunn - Reigenliverooms,34123784,Wolfgang,,Penzing,48.18842,16.3039,Private room,88,2,30,2021-08-23,0.54,6,360,3,
19741067,Two-room apartment in good location,47021127,Marko,,Landstra§e,48.19346,16.38939,Entire home/apt,80,1,13,2018-09-14,0.23,2,0,0,
19744817,Simple bright room in city center,52914106,Fadime,,Meidling,48.18108,16.34445,Private room,20,2,0,,,1,0,0,
19745187,"Kleines, ruhiges WG-Zimmer im Herzen Wiens",139263437,Ulli,,Josefstadt,48.2149,16.34253,Private room,10,7,0,,,1,0,0,
19750023,cosy room in artsy apartment close to Westbahnhof,139314365,Georgij,,Rudolfsheim-Fnfhaus,48.19356,16.33155,Entire home/apt,25,2,3,2017-07-31,0.05,1,0,0,
19756851,Elegant newly renovated studio apartment,94493936,Margaretha,,Alsergrund,48.22111,16.36042,Entire home/apt,63,1,42,2020-03-18,0.75,1,22,0,
19760593,"Cosy rooftop apartment, top location!",75769542,Melissa,,Brigittenau,48.23176,16.36674,Entire home/apt,35,5,0,,,1,0,0,
19762277,"Smart, well furnished apartment close to U3",139457260,Margit,,Landstra§e,48.19789,16.40212,Entire home/apt,63,3,48,2020-10-31,0.85,1,74,0,
19763726,Cosy flat share in the heart of Vienna,34135829,Judith,,Mariahilf,48.19018,16.35132,Private room,25,2,33,2019-04-26,0.58,1,0,0,
19764991,sunny central designer hideout,38703005,Alex,,Leopoldstadt,48.21596,16.3912,Entire home/apt,58,3,1,2019-09-27,0.03,1,0,0,
19766597,my happy place,8754761,Alma,,Leopoldstadt,48.21865,16.40211,Entire home/apt,90,2,26,2022-01-02,0.73,1,269,3,
19771891,Cosy apartment next to Wiener Stadthalle,40726363,Michaela,,Ottakring,48.20512,16.33373,Entire home/apt,35,3,3,2017-09-30,0.05,1,0,0,
19773951,Stil und Moderne im Zentrum Wiens,139589992,Angelika,,Leopoldstadt,48.22034,16.39858,Entire home/apt,50,2,0,,,1,0,0,
19775322,Eden Garden,139600545,Lea And Jonny,,Donaustadt,48.20554,16.52279,Entire home/apt,59,1,24,2020-08-11,0.42,1,252,0,
19776165,Georgeous Apartment near Stephansdom - Apt 14,1547126,Anna & Vladan,,Innere Stadt,48.20695,16.37731,Entire home/apt,134,1,67,2022-03-06,1.19,37,125,18,
19778670,DESIGN APARTMENT PASETTI,2635028,Thomas,,Brigittenau,48.23108,16.38769,Entire home/apt,50,3,108,2021-10-03,1.93,1,198,6,
19784349,Cozy Room in the 7th District,37831171,Hannah,,Neubau,48.20579,16.34177,Private room,28,2,3,2017-09-21,0.05,1,0,0,
19792784,Nice Apartments close to the Prater,52818383,Dana,,Leopoldstadt,48.21804,16.40543,Private room,25,4,0,,,1,0,0,
19792813,Sweet Home Appartement near Schönbrunn Palace,66040140,Sascha & Marina,,Meidling,48.17757,16.32669,Entire home/apt,59,1,227,2021-12-24,4.01,32,315,13,
19794246,"Central flat,Cheap room5 mins to main trainstation",25786558,Doğukan,,Favoriten,48.1815,16.38024,Private room,22,2,3,2017-09-01,0.05,1,0,0,
19795812,"Cosy, quiet flat in the beautiful 8th district",87562318,Sebastian,,Josefstadt,48.21285,16.34102,Entire home/apt,60,4,1,2017-08-31,0.02,1,0,0,
19796523,Cozy Apartment in Karmeliter/Taborstrasse area,6851014,Manuela,,Leopoldstadt,48.21673,16.38138,Entire home/apt,85,2,16,2019-07-14,0.28,1,0,0,
19819045,Brand new cosy apartment in the city center,26276010,Emilio,,Leopoldstadt,48.2213,16.38765,Entire home/apt,50,1,74,2021-02-27,1.31,1,0,0,
19820799,Simple and cosy vegetarian room in shared flat,140040073,Luka,,Favoriten,48.1717,16.37693,Private room,30,1,7,2017-09-25,0.12,1,0,0,
19820966,"Sonnige, gemütliche Wohnung in der Josefstadt",1731656,Paul,,Josefstadt,48.21009,16.3439,Entire home/apt,50,1,2,2017-08-14,0.03,1,0,0,
19825187,West Vienna shared flat,140084712,Ognjen,,Whring,48.22809,16.34519,Private room,18,1,3,2017-08-11,0.05,1,0,0,
19827612,Friendly home,140108060,Jo,,Donaustadt,48.22076,16.46562,Entire home/apt,75,1,0,,,1,0,0,
19828178,Optimale ferienwohnung am meidlinger markt,140112540,Michael,,Meidling,48.17972,16.33342,Entire home/apt,50,3,48,2022-01-02,0.89,1,175,5,
19832240,Modern and new :small studio in central location,64388242,Renate,,Alsergrund,48.2279,16.35795,Entire home/apt,35,14,24,2022-01-03,0.43,7,253,4,
19833925,100m² 4-6 people  on biggest shopping street,13951194,Edward,,Neubau,48.1988,16.34837,Entire home/apt,185,1,3,2019-01-02,0.05,7,315,0,
19834031,Wohnung mit 3 Schlafzimmer bei U6,132964611,Andrea,,Floridsdorf,48.25837,16.40412,Entire home/apt,120,6,1,2019-01-04,0.03,1,365,0,
19835658,"Großes, helles Zimmer in Wiener Altbau-Wohnung",111587038,Verena,,Josefstadt,48.20736,16.35265,Private room,32,2,4,2017-08-11,0.07,2,0,0,
19839212,Viva Vienna,120699245,Margarita,,Leopoldstadt,48.22114,16.37408,Entire home/apt,66,1,68,2021-09-27,1.22,8,360,10,
19844116,Beautiful spacious apartment in the nobel area,140282269,Nini,,Dbling,48.23608,16.35352,Entire home/apt,56,2,52,2022-02-22,0.96,1,163,10,
19850279,Symphonia large 3-bed with balcony near Judenplatz,1391676,Christian,,Innere Stadt,48.21117,16.37106,Entire home/apt,258,1,67,2022-02-26,1.26,8,176,10,
19850456,Apartment for family & friends,24856828,Valentina,,Whring,48.23076,16.34657,Entire home/apt,55,2,10,2017-10-30,0.18,1,0,0,
19853836,Cozy bohemian apartment room in the city center,45240785,Felix,,Alsergrund,48.22871,16.35167,Private room,27,3,2,2017-08-06,0.04,2,0,0,
19854941,Cozy Miami Flat in Vienna,120699245,Margarita,,Leopoldstadt,48.22122,16.37315,Entire home/apt,62,1,57,2021-10-15,1.02,8,360,11,
19856704,Crazy Horse,120699245,Margarita,,Leopoldstadt,48.21943,16.37379,Entire home/apt,66,1,35,2021-10-03,0.62,8,342,6,
19858385,Private room in the 5th district!,140434646,Lia,,Margareten,48.18647,16.35191,Private room,20,6,3,2017-07-23,0.05,1,0,0,
19872919,Wohnung am Donaukanal mit Blick ins Grüne,60866505,Rosl,,Brigittenau,48.22979,16.36471,Entire home/apt,45,2,109,2022-01-02,1.96,1,32,14,
19884027,"Sunny, big and quiet ""Residence"" next to Augarten",140730057,Hannah,,Brigittenau,48.22739,16.37054,Private room,28,4,4,2018-04-30,0.07,1,0,0,
