id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29271920,Beautiful Apartment at Vienna´s City Center,70896104,Vanessa,,Wieden,48.19793,16.36712,Entire home/apt,68,2,6,2019-08-18,0.15,1,0,0,
29272367,Beautiful flat (with balcony) in Vienna's heart,9597647,Jaap,,Mariahilf,48.19812,16.35818,Private room,55,2,5,2019-12-01,0.12,1,10,0,
29277176,Light flat - large double bed & en-suite bathroom,21631963,Marcus,,Leopoldstadt,48.22137,16.39722,Entire home/apt,55,2,7,2019-03-18,0.17,1,0,0,
29292525,DOWNTOWN VIENNA - Studioapartment Golden Quarters,215898612,Silvia,,Innere Stadt,48.21047,16.36713,Entire home/apt,129,1,69,2022-01-31,1.75,2,45,11,
29302435,Belvedere Studio Deluxe,220732926,Leyli & Vilém,,Landstra§e,48.19131,16.3891,Entire home/apt,50,4,39,2021-08-29,0.93,4,0,4,
29309635,"Ideal for Families, With Balcony, Close to AKH",47784262,Reinhard,,Hernals,48.21715,16.32949,Entire home/apt,77,2,62,2022-02-27,1.51,4,62,22,
29324020,Top8 Urban Apartment U6/JosefstädterStraße 2 min,220004000,Qing,,Hernals,48.21254,16.33905,Entire home/apt,37,1,99,2022-02-19,2.53,5,53,14,
29324493,Top7/ Urban Apartment /U6/JosefstädterStraße 2 min,220004000,Qing,,Ottakring,48.21253,16.33783,Entire home/apt,28,1,92,2021-11-28,2.36,5,58,11,
29326456,Lux Villa in Grinzing with park and Helikopter!,14070533,Prestige Apartments Sabrina,,Dbling,48.25773,16.34649,Entire home/apt,800,4,2,2019-09-24,0.05,40,0,0,
29326983,Cozy room in an old apartment,108818989,Lisa,,Landstra§e,48.19459,16.38535,Private room,35,3,6,2020-07-22,0.17,1,0,0,
29331500,Charming apartment in Vienna's Heart,220950328,Christine,,Margareten,48.18592,16.35518,Entire home/apt,50,30,69,2020-03-15,1.74,1,0,0,
29335901,Naschmarkt Living A,384050980,Guestia,,Wieden,48.197807,16.362949,Entire home/apt,78,2,56,2021-12-28,1.37,38,318,12,
29337422,Naschmarkt Living B,384050980,Guestia,,Wieden,48.19806,16.36374,Entire home/apt,66,2,32,2022-03-02,0.78,38,328,7,
29345610,cozy room. 10 min walking to citycenter.,17001593,Johanna,,Landstra§e,48.21307,16.39003,Private room,17,5,5,2020-01-05,0.13,1,0,0,
29348618,Spacious flat with view of St. Stephans Cathedral,221103443,Ludwig,,Innere Stadt,48.208,16.36996,Entire home/apt,530,2,61,2022-01-01,1.54,1,171,11,
29350882,Brand NEW Manhattan Style Appartement!!!,221115322,Rebbecca,,Leopoldstadt,48.21658,16.38452,Entire home/apt,70,3,92,2022-02-21,2.32,3,133,11,
29354109,Cozy place on the Yppenplatz,2634263,Sara,,Ottakring,48.21464,16.33539,Entire home/apt,44,3,24,2020-03-31,0.61,1,14,0,
29361019,New VELO-City Center Apartment,221195882,Chris,,Landstra§e,48.2097,16.39309,Entire home/apt,55,2,162,2022-02-27,3.94,2,130,52,
29363780,Sweet apartment in Vienna,201752721,Julia,,Brigittenau,48.23117,16.37363,Entire home/apt,38,2,34,2019-08-08,0.81,1,0,0,
29374649,Nice Room for 2 in Vienna 15,16994000,Karl & Lisl,,Rudolfsheim-Fnfhaus,48.19763,16.31852,Private room,21,2,5,2018-12-03,0.12,1,100,0,
29376684,Maritime Wiener Stilwohnung für Familien und Paare,44287689,Gregor,,Brigittenau,48.22777,16.36932,Entire home/apt,67,2,29,2022-01-02,0.73,5,283,6,
29380588,The Flats Apartments - Naschmarkt (2 BR + balcony),157500977,The Flats,,Mariahilf,48.19749,16.35546,Entire home/apt,112,3,46,2022-03-07,1.12,13,279,21,
29402845,Artist apartment near Maria Hilferstrasse,113189546,Paola,,Rudolfsheim-Fnfhaus,48.19527,16.33252,Entire home/apt,41,1,77,2022-02-05,1.91,9,1,17,
29405704,SKY9 One-Bedroom Apartment City Center,1493785,Mike,,Wieden,48.19953,16.36914,Entire home/apt,120,1,11,2022-02-08,0.32,15,233,7,
29406011,SKY9 Studio Apartment City Center,1493785,Mike,,Wieden,48.19977,16.3688,Entire home/apt,109,1,11,2022-02-25,0.28,15,339,5,
29421839,Between Schoenbrunn & the City Center (Apt. 34),106634851,Michael,,Meidling,48.18485,16.33567,Entire home/apt,65,2,32,2022-01-06,0.82,38,107,9,
29421977,Between Schoenbrunn & the City Center (Apt. 29),106634851,Michael,,Meidling,48.18444,16.33704,Entire home/apt,65,2,51,2022-01-01,1.29,38,245,15,
29422085,Studio-Apartment between Schoenbrunn & the City Center (31),106634851,Michael,,Meidling,48.18481,16.33685,Entire home/apt,59,2,73,2022-01-01,1.84,38,330,17,
29430352,Between Schoenbrunn & the City Center (Apt. 35),106634851,Michael,,Meidling,48.18483,16.33667,Entire home/apt,65,2,44,2021-12-31,1.25,38,218,19,
29431058,Between Schoenbrunn & the City Center (Apt. 37),106634851,Michael,,Meidling,48.18435,16.3354,Entire home/apt,75,2,32,2020-10-10,0.77,38,0,0,
29433005,Between Schoenbrunn & the City Center (Apt. 36),106634851,Michael,,Meidling,48.18441,16.33765,Entire home/apt,62,2,37,2021-11-07,0.94,38,197,10,
29433087,Studio-Apartment between Schoenbrunn & the City Center (28),106634851,Michael,,Meidling,48.18309,16.33559,Entire home/apt,52,1,34,2022-01-04,0.83,38,303,18,
29442233,Brunnenapartement,27761259,Astrid & Ronald,,Ottakring,48.20618,16.33571,Entire home/apt,70,3,14,2022-02-05,0.35,2,132,1,
29447456,Vienna meets Industrial,172358948,Isaac,,Meidling,48.18301,16.32457,Entire home/apt,180,3,15,2022-01-02,0.38,1,0,1,
29453077,Wien Zuhause im zentralen siebten Bezirk,31973813,Kerstin,,Neubau,48.20356,16.34361,Entire home/apt,48,4,17,2021-09-07,0.41,1,0,3,
29453255,Gemütliche Wohnung - 1 Schlafzimmer 1 Badezimmer,41398889,Claudia,,Alsergrund,48.21885,16.34422,Entire home/apt,35,7,3,2019-04-22,0.08,1,90,0,
29476339,Sweet Spot between City Centre and Danube,209195168,Naomi,,Alsergrund,48.22012,16.36697,Entire home/apt,40,3,32,2022-03-06,0.90,1,1,12,
29484966,Vienna Dream Apartments,212381619,Vienna Dream Apartments,,Rudolfsheim-Fnfhaus,48.19112,16.33629,Entire home/apt,189,1,7,2022-01-03,0.19,6,192,1,
29485242,Vienna Dream Apartments,212381619,Vienna Dream Apartments,,Rudolfsheim-Fnfhaus,48.19292,16.33741,Entire home/apt,119,1,2,2019-06-17,0.06,6,39,0,
29488573,Herrenhaus Central Studio Apartment at City Hall,212060423,Aram,,Josefstadt,48.21036,16.35216,Entire home/apt,49,1,154,2022-03-07,3.75,3,85,29,
29501596,Schwarz & Weiß,222167855,Philip,,Leopoldstadt,48.23294,16.39578,Private room,38,1,0,,,1,89,0,
29505798,"City center, Schönbrunn, Naschmarkt nearby",150690809,Günther & Elisabeth,,Margareten,48.1902,16.35388,Entire home/apt,88,2,55,2022-02-27,1.37,5,350,20,
29527047,"Viennapartment, Stuwer Top 28",32171477,Johanna,,Leopoldstadt,48.21817,16.40392,Entire home/apt,50,4,0,,,7,0,0,
29533870,Nice Center Appartment Vienna,106697605,Arthur,,Wieden,48.18855,16.37207,Entire home/apt,69,1,5,2019-01-02,0.12,2,0,0,
29539277,Modern room in shared apartement,205192890,Ilkim,,Simmering,48.17839,16.4207,Private room,35,2,9,2019-06-09,0.23,4,60,0,
29552057,spacious light flooded room in the 7th district,32027954,Clarissa,,Neubau,48.20552,16.34658,Private room,25,1,3,2018-11-28,0.07,2,0,0,
29557436,Margaretchen,164998141,Georg,,Margareten,48.19194,16.35999,Entire home/apt,59,3,77,2022-02-28,1.91,2,172,10,
29561265,Big Apartament close to Schönbrunn & Metro Station,215557448,Ania & Jarek,,Meidling,48.17838,16.33379,Entire home/apt,60,1,42,2020-10-31,1.02,1,0,0,
29587856,Charming Viennese apartment,105424816,Octo,,Meidling,48.18012,16.34513,Entire home/apt,75,1,96,2021-11-13,2.36,6,285,10,
29588017,AP2-2 / Apartment in Zentrumsnähe,8908066,Peter,,Brigittenau,48.23534,16.38067,Entire home/apt,80,3,3,2021-11-01,0.08,2,68,2,
29590766,Beautiful Apartment in the Green,222747189,Nina,,Hietzing,48.17872,16.26539,Entire home/apt,50,2,40,2020-11-03,1.01,1,129,0,
29605528,Gemütliche Wohnung in ausgezeichneter Lage,107106971,Katharina,,Alsergrund,48.22387,16.35728,Entire home/apt,40,2,14,2019-04-01,0.34,1,0,0,
29612126,Light & tall flat in 1920s-building near centre,222899900,Nicolas,,Mariahilf,48.19078,16.35027,Private room,22,1,5,2019-09-08,0.12,1,0,0,
29622166,Altbauwohnung neben Belvedere,222973430,Richard,,Wieden,48.18902,16.37937,Entire home/apt,75,3,19,2021-11-02,0.47,1,263,1,
29625450,Inner City Sanctum Vienna,44239998,Gregor,,Innere Stadt,48.21169,16.37019,Entire home/apt,185,6,5,2019-06-30,0.13,1,0,0,
29628878,Top 20 Urban Apartment U6/Stadthalle/Burggasse,220004000,Qing,,Neubau,48.20723,16.33933,Entire home/apt,28,1,65,2022-02-15,1.67,5,58,7,
29636110,SingleRoom~perfect road Access ~15min to Center!!,170425675,Ben,,Brigittenau,48.23657,16.37872,Private room,25,1,11,2018-12-02,0.26,1,0,0,
29650950,beatiful room in a cosy Altbau + free bike usage,3407936,Thomas,,Leopoldstadt,48.21953,16.37236,Private room,50,2,80,2021-11-15,2.04,2,0,2,
29667584,The deer - Spacious 72m² Apartment,65184642,Andreas,,Hernals,48.22524,16.31353,Entire home/apt,88,1,33,2022-02-06,0.88,4,79,10,
